Timestamp,In what region do you live?,How long have you been working with Ember?,Grade your knowledge of Javascript,Grade your knowledge of Ember.js,What is your development role?,I use Ember for work:,Choose the option(s) that best describe your employment situation:,What are your preferred server-side languages:,What is your preferred text editor:,Choose the option(s) that best describe your participation in the Ember community:,Which operating system(s) do you use for development?,What other framework(s) do you have experience with?,How many developers are employed at your company?,How many developers at your company work with Ember?,"In one year, how many Ember developers do you plan to employ?",Which version(s) of Ember are in use in your apps?,Which data-access libraries do you use?,"If you use Ember-Data, which version(s) are in use:",What kind of templates do you use in your Ember apps?,What build tools do you use to build your Ember apps?,What do you use to package your app modules?,What do you use for dependency management?,What is the primary language of your server side stack?,Select any of these server-side frameworks you use:,What standards do you follow for HTTP API design?,What tool(s) do you use for HTTP API design/documentation?,What testing framework(s) do you use in your Ember apps?,How old are your Ember applications?,How often do you deploy updated versions of your Ember apps?,What is the primary target platform for your Ember apps?,Who uses your application(s)?,What browser versions do your applications target?,"In one year, what browser versions do you expect to target?",Which of these best describes your use of Ember in production applications?,What is your preferred hosting provider for your Ember apps?,How much is shared between your server-side and client-side app hosting?,Which SCM do you use?,What method do you rely on for search engine indexing?,"How many addons have you written (including private, unpublished libraries)?",How many addons have you published publicly?,Are your addons unit tested?,Are your addons acceptance tested?
2/19/2015 8:27:24,Europe,12-18 months,7,7,Developer,All the time,Employee working on product,"Ruby, JavaScript","Sublime, Emacs","Opened an issue, Opened a PR",Mac OSX,Backbone,1-10,1-10,The same amount,1.8,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Rails asset pipeline",ES6 transpilation,Bower,Ruby,"Rails (Ruby), Grape (Ruby)","A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",,Ember-QUnit,12-18 months,Weekly,"Desktop, Mobile","Public Consumers, Business to business consumers","Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari","Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari",An app that is used by thousands of users,"S3 (with or without CloudFront), Heroku",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,I'm not sure how to do this,I'm not sure how to do this
2/19/2015 8:30:01,Africa,12-18 months,6,5,Developer,Some times,Employee working on product,"Ruby, JavaScript, Go",Sublime,None of these,"Mac OSX, Linux/Unix",React,1-10,1-10,The same amount,"1.7, 1.8",Ember-Data,1.0-beta.8-10,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,Bower,"Ruby, PHP, Go",Rails (Ruby),Custom design,,We don’t write tests,3 -6 months,Weekly,Desktop,Business to business consumers,Modern browsers (last two versions),Modern browsers (last two versions),An app that is used on a corporate intranet,Self-hosted (dedicated infrastructure),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/19/2015 8:33:14,North America,9-12 months,6,5,Developer,All the time,Employee working on product,"JavaScript, PHP, .NET",Sublime,"Opened an issue, Attended a meetup / conference",Mac OSX,,1-10,1-10,More,1.7,,,Standard Ember Templates (Handlebars/HTMLBars),Grunt,,npm,JavaScript,Express (Node),JSON-API,None,Ember-QUnit,12-18 months,Weekly,Desktop,"Public Consumers, Business to business consumers",Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Heroku,No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,Some,I'm not sure how to do this
2/19/2015 8:34:10,North America,9-12 months,6,6,Designer,All the time,"Employee working on product, Employee doing consulting/client work","Ruby, JavaScript",Sublime,Attended a meetup / conference,Mac OSX,Angular,20-50,1-10,More,1.1,"Ember-Data, ic-ajax","1.0-beta.13, 1.0-beta.14",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,"Rails (Ruby), Express (Node), MVC (.NET)","JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,"Ember-QUnit, Mocha","< 3 months, 3 -6 months, 6-9 months, 9-12 months","Monthly, Less than once a month, Haven’t shipped yet / Still developing","Desktop, Desktop & Mobile (fully responsive)","Public Consumers, Consumers and internal users, Internal users only","Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,S3 (with or without CloudFront),Shared data-center,Git,Google's JavaScript execution,> 6,0,None,Some
2/19/2015 8:38:45,Europe,< 3 months,5,2,Developer,Some times,"Independent product developer, Independent consultant","Ruby, JavaScript",Sublime,Opened a PR,Mac OSX,Angular,1-10,1-10,The same amount,Canary (master),Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),Ruby,Rails (Ruby),"JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc., Custom design",None,Ember-QUnit,< 3 months,Haven’t shipped yet / Still developing,"Desktop & Mobile (fully responsive), Cordova/Phonegap/Crosswalk",Public Consumers,"Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9, IE 8, IE 7, IE 6","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9, IE 8, IE 7, IE 6",Prototype only,"S3 (with or without CloudFront), Heroku",Shared hardware,Git,phantomjs or other pre-rendering,0,0,All,All
2/19/2015 8:39:00,Asia,< 3 months,8,6,Developer,All the time,Employee working on product,"Ruby, Python, node",Sublime,Given a talk / lecture / class,Mac OSX,"Angular, Backbone, jQuery Mobile",10-20,1-10,More,"1.8, 1.10","Ember-Data, ic-ajax",0.13,"Standard Ember Templates (Handlebars/HTMLBars), Emblem",Ember-cli,ES6 transpilation,ember-cli (bower and npm),Ruby,"Rails (Ruby), Sinatra (Ruby)",JSON-API,None,We don’t write tests,< 3 months,Almost daily,"Desktop, Mobile, Desktop & Mobile (fully responsive)","Business to business consumers, Consumers and internal users","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used by millions of users,"VPS (cloud infrastructure), S3 (with or without CloudFront)",No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,I'm not sure how to do this,I'm not sure how to do this
2/19/2015 8:41:50,North America,18-24 months,7,7,Developer,Some times,Employee working on product,JavaScript,Vim,Attended a meetup / conference,"Mac OSX, Linux/Unix",Backbone,1-10,1-10,The same amount,"1.6, 1.8, 1.10",Ember-Data,"0.14, 1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember App Kit",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,"Express (Node), Sails.js",JSON-API,None,Ember-QUnit,3 -6 months,Haven’t shipped yet / Still developing,Desktop & Mobile (fully responsive),Public Consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"VPS (cloud infrastructure), Self-hosted (dedicated infrastructure)",Shared hardware,Git,"Our app is indexable, but I don't know how",0,0,I'm not sure how to do this,I'm not sure how to do this
2/19/2015 8:42:37,Europe,18-24 months,7,8,Developer,All the time,"Employee working on product, Independent consultant","Python, JavaScript","Sublime, Vim","Opened an issue, Opened a PR, Attended a meetup / conference, Written a blog post / article, Given a talk / lecture / class","Mac OSX, Linux/Unix","Backbone, Meteor",1-10,1-10,More,"1.7, 1.10",Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Grunt, sophisticated r.js based solution for lazy aspect loading",ES6 transpilation,"Bower, npm",Python,"Django (Python), Express (Node)",Custom design,django-rest-framework autodocs,Ember-QUnit,18-24 months,Weekly,Desktop & Mobile (fully responsive),Public Consumers,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by millions of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,phantomjs or other pre-rendering,> 6,1-3,Some,None
2/19/2015 8:46:53,Europe,12-18 months,7,8,Developer,All the time,Employee working on product,Java,"Sublime, Atom",None of these,Mac OSX,,More than 100,50-100,More,1.1,Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,ember-cli (bower and npm),Java,,JSON-API,None,Ember-QUnit,12-18 months,Weekly,"Desktop & Mobile (fully responsive), Cordova/Phonegap/Crosswalk",Public Consumers,"Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9","Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used by thousands of users,Rackspace Cloud,No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,All,All
2/19/2015 8:49:15,Europe,> 24 months,7,7,Developer,All the time,"Employee working on product, Employee doing consulting/client work","JavaScript, .NET","Sublime, Visual Studio",Participate in the IRC channel sometimes,"Mac OSX, Windows","Angular, jQuery Mobile",More than 100,1-10,The same amount,"1.3, 1.7",Ember-Data,0.13,Standard Ember Templates (Handlebars/HTMLBars),Grunt,,Minispade,.NET,"Express (Node), MVC (.NET)",Custom design,None,Nightwatch (with selenium),> 24 months,"Less than once a month, Almost never",Desktop,Consumers and internal users,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,VPS (cloud infrastructure),Shared data-center,TFS,"App is private, behind an authentication flow, or this question generally does not apply",0,0,,
2/19/2015 8:50:21,Europe,> 24 months,6,6,Developer,Some times,Employee doing consulting/client work,"JavaScript, .NET","Sublime, WebStorm, Vim, Visual Studio",Given a talk / lecture / class,"Mac OSX, Linux/Unix, Windows","Angular, Backbone, React, Meteor, Ionic, jQuery Mobile",More than 100,10-20,Fewer,"1.3, 1.8","Ember-Data, ic-ajax",0.13,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Grunt","ES6 transpilation, minispade",ember-cli (bower and npm),.NET,"Express (Node), MVC (.NET)",JSON-API,None,Selenium (Cucumber),> 24 months,Almost never,Desktop,Consumers and internal users,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared hardware,TFS,"App is private, behind an authentication flow, or this question generally does not apply",> 6,0,None,All
2/19/2015 8:52:52,Europe,12-18 months,8,8,Developer,All the time,"Employee working on product, Employee doing consulting/client work","Ruby, JavaScript",Sublime,"Opened an issue, Written a blog post / article",Linux/Unix,"Angular, Backbone, Meteor",1-10,1-10,More,"1.9, 1.10",Ember-Data,1.0-beta.14,"Standard Ember Templates (Handlebars/HTMLBars), Emblem","Ember-cli, Rails asset pipeline, Ember-rails (pre-cli)",ES6 transpilation,ember-cli (bower and npm),Ruby,"Rails (Ruby), Express (Node)","JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",None,Ember-QUnit,12-18 months,Weekly,"Desktop, Desktop & Mobile (fully responsive)",Consumers and internal users,"Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8",An app that is used by tens of users,"VPS (cloud infrastructure), Self-hosted (dedicated infrastructure)",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,1-3,None,None
2/19/2015 8:52:56,North America,< 3 months,8,4,Developer,Some times,"Employee working on product, Employee doing consulting/client work","Python, JavaScript, PHP, .NET",Sublime,Maintain a library,Linux/Unix,"Angular, Backbone, jQuery Mobile",20-50,10-20,More,Canary (master),Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,"Django (Python), Express (Node)",JSON-API,None,Ember-QUnit,< 3 months,Haven’t shipped yet / Still developing,Desktop & Mobile (fully responsive),Internal users only,"Mobile browsers, Modern browsers (last two versions)","Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,S3 (with or without CloudFront),No shared infrastructure,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,None,None
2/19/2015 8:54:31,Europe,9-12 months,7,7,Developer,Some times,"Employee doing consulting/client work, Independent product developer","Python, PHP, Java","WebStorm, Emacs",None of these,Windows,jQuery Mobile,1-10,1-10,More,1.1,Ember-Data,"1.0-beta.11, 1.0-beta.12",Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,I don't know,ember-cli (bower and npm),"PHP, Java","Laravel (PHP), Spring (Java), pyramid (Python)",JSON-API,None,Ember-QUnit,6-9 months,Haven’t shipped yet / Still developing,"Desktop, Desktop & Mobile (fully responsive)",Public Consumers,Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,Some,None
2/19/2015 8:57:38,North America,> 24 months,8,,Developer,All the time,Employee working on product,"Ruby, JavaScript",Vim,Opened an issue,Mac OSX,Backbone,More than 100,10-20,More,1.9,Ember-Model,,Standard Ember Templates (Handlebars/HTMLBars),Ember-cli,ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",JavaScript,Express (Node),HAL,,Ember-QUnit,12-18 months,Weekly,Desktop,Internal users only,Modern browsers (last two versions),"Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,Self-hosted (dedicated infrastructure),Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",1-3,0,None,None
2/19/2015 9:03:37,North America,18-24 months,8,8,Developer,Some times,Independent consultant,"Ruby, .NET","Sublime, Visual Studio","Written a blog post / article, Given a talk / lecture / class","Mac OSX, Windows",jQuery Mobile,1-10,1-10,The same amount,1.1,Ember-Data,1.0-beta.14,"Standard Ember Templates (Handlebars/HTMLBars), Emblem","Ember-cli, Rails asset pipeline, Handlebars Helper (.NET)",ES6 transpilation,"Bower, ember-cli (bower and npm)","Ruby, .NET","Rails (Ruby), MVC (.NET)","A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc., Custom design",None,Ember-QUnit,9-12 months,Weekly,Desktop,"Consumers and internal users, Internal users only","Mobile browsers, Modern browsers (last two versions), IE 9, IE 8","Mobile browsers, Modern browsers (last two versions)",An app that is used by tens of users,"VPS (cloud infrastructure), Self-hosted (dedicated infrastructure)",Shared hardware,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
2/19/2015 9:57:05,Asia,6-9 months,5,5,Developer,Some times,Employee working on product,Ruby,Sublime,None of these,Mac OSX,"Angular, Backbone",1-10,1-10,Fewer,1.1,Ember-Data,"1.0-beta.11, 1.0-beta.12",Emblem,"Ember-cli, Ember-rails (pre-cli)",ES6 transpilation,"Bower, npm, ember-cli (bower and npm)",Ruby,Rails (Ruby),"JSON-API, A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc.",use rspec_api_documentation gem,"Ember-QUnit, Selenium (Cucumber)","3 -6 months, 6-9 months, 9-12 months",Almost daily,Desktop & Mobile (fully responsive),Public Consumers,"Mobile browsers, Legacy Chrome, Firefox, or Safari","Mobile browsers, Modern browsers (last two versions), Legacy Chrome, Firefox, or Safari, IE 9",An app that is used by thousands of users,VPS (cloud infrastructure),Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",> 6,0,I'm not sure how to do this,I'm not sure how to do this
2/19/2015 10:00:01,Europe,9-12 months,7,8,Developer,All the time,Employee working on product,JavaScript,Sublime,IRC discussions,Mac OSX,,More than 100,1-10,The same amount,"1.9, 1.10",Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),Grunt,ES6 transpilation,Bower,Java,Spring (Java),JSON-API,,Ember-QUnit,12-18 months,Less than once a month,Mobile,Public Consumers,Mobile browsers,"Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,Self-hosted (dedicated infrastructure),Shared data-center,Git,Google's JavaScript execution,0,0,I'm not sure how to do this,I'm not sure how to do this
2/19/2015 10:22:40,South America,3-6 months,7,5,CTO,Some times,"Employee doing consulting/client work, Independent product developer",Ruby,"Sublime, TextMate",None of these,Mac OSX,"Angular, Backbone, React",1-10,1-10,More,"1.8, 1.9",Ember-Data,1.0-beta.14,Standard Ember Templates (Handlebars/HTMLBars),"Ember-cli, Ember-rails (pre-cli)",ES6 transpilation,"Bower, ember-cli (bower and npm)",Ruby,Rails (Ruby),"A non-standard compliant library such as ActiveModel::Serializer (Ruby), FRAPI (PHP), etc., Custom design","Swagger, None",Ember-QUnit,"< 3 months, 3 -6 months","Weekly, Monthly",Desktop & Mobile (fully responsive),"Public Consumers, Business to business consumers","Mobile browsers, Modern browsers (last two versions), IE 9","Mobile browsers, Modern browsers (last two versions)",An app that is used by thousands of users,"Google Cloud Storage, Heroku",Shared data-center,Git,"App is private, behind an authentication flow, or this question generally does not apply",0,0,None,None
